en_text,vi_text,type
"We guarantee delivery within 72 hours for packages weighing up to 50.5 kg, provided the distance is under 1,000 km.","Chúng tôi đảm bảo giao hàng trong vòng 72 giờ đối với các gói hàng nặng tới 50,5 kg, miễn là khoảng cách dưới 1.000 km.",hallu_numbers
"Total funding reached $4.25 billion in the first half of 2026, surpassing the previous record by 15.75%.","Tổng nguồn vốn đạt 4,25 tỷ đô la trong nửa đầu năm 2026, vượt qua kỷ lục trước đó 15,75%.",hallu_numbers
"The financial transaction finalized at 14:30 UTC on June 15, 2024, involving a principal payment of $12,500,000.75.","Giao dịch tài chính được hoàn tất vào lúc 14:30 UTC ngày 15 tháng 6 năm 2024, liên quan đến khoản thanh toán gốc là 12.500.000,75 đô la.",hallu_numbers
"Inventory shrinkage decreased by 0.05% in the fiscal year ending in the late 1990s, saving 450.3 kg of material.","Mức hao hụt hàng tồn kho giảm 0,05% trong năm tài chính kết thúc vào cuối những năm 1990, tiết kiệm được 450,3 kg vật liệu.",hallu_numbers
"By January 1, 2025, the corporation plans to invest $3.5 billion to expand its fiber network by 1,800.75 km.","Đến ngày 1 tháng 1 năm 2025, tập đoàn có kế hoạch đầu tư 3,5 tỷ đô la để mở rộng mạng lưới cáp quang thêm 1.800,75 km.",hallu_numbers
"System downtime, recorded at 0.003%, occurred between 02:00 and 03:15, resulting in lost revenue of $1,200.50.","Thời gian ngừng hoạt động của hệ thống, được ghi nhận là 0,003%, xảy ra từ 02:00 đến 03:15, dẫn đến doanh thu bị mất là 1.200,50 đô la.",hallu_numbers
"Total Q4 production in 2023 reached 5,800,000 units, requiring 1,500.25 kg of specialized plastic.","Tổng sản lượng Quý 4 năm 2023 đạt 5.800.000 đơn vị, cần 1.500,25 kg nhựa chuyên dụng.",hallu_numbers
"Q3 revenue was $40 million, marking a 7.8% increase compared to the same quarter in 2023.","Doanh thu Quý 3 là 40 triệu đô la, đánh dấu mức tăng 7,8% so với cùng quý năm 2023.",hallu_numbers
"The satellite launch window opened precisely at 06:00:15 PST on March 2nd, requiring a thrust deviation below 0.0001%.","Cửa sổ phóng vệ tinh mở chính xác lúc 06:00:15 PST vào ngày 2 tháng 3, đòi hỏi độ lệch lực đẩy dưới 0,0001%.",hallu_numbers
"A late penalty of $50,000.99 was applied on November 30, due to non-compliance that exceeded the 72-hour grace period.","Một khoản phạt trả chậm 50.000,99 đô la đã được áp dụng vào ngày 30 tháng 11, do việc không tuân thủ đã vượt quá thời gian gia hạn 72 giờ.",hallu_numbers
"By the end of 2008, the stock price had plummeted 65.5% from its peak, settling at $14.95 per share.","Đến cuối năm 2008, giá cổ phiếu đã giảm mạnh 65,5% so với mức đỉnh, dừng lại ở mức 14,95 đô la mỗi cổ phiếu.",hallu_numbers
"The drone traveled 12.8 km at an average altitude of 450.5 meters before crashing on July 4, 2021.","Máy bay không người lái đã di chuyển 12,8 km ở độ cao trung bình 450,5 mét trước khi gặp sự cố vào ngày 4 tháng 7 năm 2021.",hallu_numbers
"Initial investment of $750,000 secured an annual return of 12.3%, yielding $92,250 in the first 12 months.","Khoản đầu tư ban đầu 750.000 đô la đã đảm bảo lợi nhuận hàng năm là 12,3%, mang lại 92.250 đô la trong 12 tháng đầu tiên.",hallu_numbers
"In the mid-1980s, the national population increased by 1.7 million, representing a growth rate of 1.75% over five years.","Vào giữa những năm 1980, dân số quốc gia đã tăng 1,7 triệu người, đại diện cho tỷ lệ tăng trưởng 1,75% trong vòng năm năm.",hallu_numbers
"The server reboot consumed 5.4 kWh of energy and took 00:08:45 (H:M:S) to complete, costing the data center $3,000.60.","Quá trình khởi động lại máy chủ tiêu thụ 5,4 kWh năng lượng và mất 00:08:45 (Giờ:Phút:Giây) để hoàn thành, làm tốn của trung tâm dữ liệu 3.000,60 đô la.",hallu_numbers
"On April 1, 2024, we received 2,500.9 kg of material with a verified purity level of 99.99%.","Vào ngày 1 tháng 4 năm 2024, chúng tôi đã nhận được 2.500,9 kg vật liệu với mức độ tinh khiết được xác minh là 99,99%.",hallu_numbers
"The maintenance mission required the aircraft to cover 500 km at an altitude of 10,000 feet, completing the run in 4 hours and 15 minutes.","Nhiệm vụ bảo trì yêu cầu máy bay phải đi được 500 km ở độ cao 10.000 feet, hoàn thành chuyến bay trong 4 giờ 15 phút.",hallu_numbers
"Despite the $15.5 million expenditure in Q1, operational efficiency only improved by a marginal 0.15% through April 30.","Mặc dù đã chi 15,5 triệu đô la trong Quý 1, hiệu quả hoạt động chỉ được cải thiện một cách không đáng kể 0,15% tính đến ngày 30 tháng 4.",hallu_numbers
"The longest recorded seismic wave travel in 1960 covered 18,000 km in precisely 3 hours and 22 minutes.",Sóng địa chấn được ghi nhận di chuyển xa nhất vào năm 1960 đã đi được 18.000 km trong chính xác 3 giờ 22 phút.,hallu_numbers
"The manufacturing cost per unit dropped to $0.75 on December 31, 2022, after producing 10,000,000 units.","Chi phí sản xuất mỗi đơn vị đã giảm xuống 0,75 đô la vào ngày 31 tháng 12 năm 2022, sau khi sản xuất 10.000.000 đơn vị.",hallu_numbers
"Trading volatility spiked 0.0005% between 10:00 and 11:00 AM, affecting assets valued at $980,000,000.","Biến động giao dịch tăng vọt 0,0005% từ 10:00 đến 11:00 sáng, ảnh hưởng đến tài sản trị giá 980.000.000 đô la.",hallu_numbers
"Due to extreme cooling requirements on August 14, the daily data center operational cost rose 25% to $4,500.10.","Do yêu cầu làm mát cực độ vào ngày 14 tháng 8, chi phí vận hành trung tâm dữ liệu hàng ngày đã tăng 25% lên 4.500,10 đô la.",hallu_numbers
"By the closing bell at 4:00 PM on May 15, 2024, the stock price had dipped 1.75%, settling at $155.88.","Tính đến chuông đóng cửa lúc 4:00 chiều ngày 15 tháng 5 năm 2024, giá cổ phiếu đã giảm 1,75%, chốt ở mức 155,88 đô la.",hallu_numbers
"The 2,550.75 kg shipment traveled 1,800 km and was cleared by customs at 11:30 AM.","Lô hàng 2.550,75 kg đã di chuyển 1.800 km và được hải quan thông quan lúc 11:30 sáng.",hallu_numbers
"Annual revenue for the division grew 9.3% in 2023, totaling $3.5 billion, significantly higher than the $1.8 billion reported in the late 1990s.","Doanh thu hàng năm của bộ phận đã tăng 9,3% trong năm 2023, đạt tổng cộng 3,5 tỷ đô la, cao hơn đáng kể so với 1,8 tỷ đô la được báo cáo vào cuối những năm 1990.",hallu_numbers
"The quarterly operating budget was cut by $1,200.50, representing a 0.05% reduction effective January 1, 2025.","Ngân sách hoạt động hàng quý đã bị cắt giảm 1.200,50 đô la, tương đương với mức giảm 0,05%, có hiệu lực từ ngày 1 tháng 1 năm 2025.",hallu_numbers
"The vehicle achieved an average speed of 85.5 km/h over the 350 km test drive, decreasing fuel consumption by 15.2% compared to the baseline.","Chiếc xe đạt tốc độ trung bình 85,5 km/giờ trên quãng đường thử nghiệm 350 km, giảm mức tiêu thụ nhiên liệu 15,2% so với mức cơ sở.",hallu_numbers
"A fraudulent transfer of $50,000.99 was flagged at 2:05 AM UTC on July 4, 2024.","Một giao dịch chuyển tiền gian lận trị giá 50.000,99 đô la đã bị gắn cờ lúc 2:05 sáng UTC vào ngày 4 tháng 7 năm 2024.",hallu_numbers
"Inventory analysis as of March 31 showed a 3.3% shrinkage rate, equating to 1,500 kg of lost product.","Phân tích hàng tồn kho tính đến ngày 31 tháng 3 cho thấy tỷ lệ hao hụt là 3,3%, tương đương với 1.500 kg sản phẩm bị mất.",hallu_numbers
"By December 31, the investment portfolio had yielded $1.025 million, representing a cumulative return of 18.75% for the year 2024.","Tính đến ngày 31 tháng 12, danh mục đầu tư đã mang lại 1,025 triệu đô la, đại diện cho lợi nhuận tích lũy 18,75% trong năm 2024.",hallu_numbers
The train scheduled for 6:45 PM on November 1st was delayed; its maximum allowed speed was reduced from 220 km/h to 180.5 km/h.,"Chuyến tàu dự kiến lúc 6:45 tối ngày 1 tháng 11 đã bị hoãn; tốc độ tối đa cho phép của nó đã được giảm từ 220 km/giờ xuống còn 180,5 km/giờ.",hallu_numbers
Material costs increased by 12.8% due to the $45.65 price per kilogram hike for specialized steel.,"Chi phí vật liệu tăng 12,8% do giá thép chuyên dụng tăng 45,65 đô la mỗi kilôgam.",hallu_numbers
"The overdue invoice for $8,750.40 incurred a 0.5% daily penalty starting from 12:01 AM on April 10.","Hóa đơn quá hạn trị giá 8.750,40 đô la đã bị phạt 0,5% mỗi ngày bắt đầu từ 12:01 sáng ngày 10 tháng 4.",hallu_numbers
"Drone delivery carried a maximum payload of 4.5 kg over a 5 km radius, completing the drop-off in 7 minutes and 40 seconds.","Máy bay không người lái mang tải trọng tối đa 4,5 kg trong bán kính 5 km, hoàn thành việc giao hàng trong 7 phút 40 giây.",hallu_numbers
"Q3 net profit reached $450 million, a massive 22.1% jump from Q3 2023, largely due to successful product launch.","Lợi nhuận ròng quý 3 đạt 450 triệu đô la, một bước nhảy vọt 22,1% so với Quý 3 năm 2023, chủ yếu nhờ việc ra mắt sản phẩm thành công.",hallu_numbers
"By 8:00 AM, the manufacturing line had processed 5,200 kg of raw material, achieving a yield rate of 98.99%, resulting in a loss of only 52.5 kg.","Đến 8:00 sáng, dây chuyền sản xuất đã xử lý 5.200 kg nguyên liệu thô, đạt tỷ lệ năng suất 98,99%, dẫn đến tổn thất chỉ 52,5 kg.",hallu_numbers
"Treasury bonds issued on June 1, 2024, offered an initial yield of 4.15%, raising $1.75 billion for the fiscal year.","Trái phiếu kho bạc được phát hành vào ngày 1 tháng 6 năm 2024, đưa ra lợi suất ban đầu là 4,15%, huy động được 1,75 tỷ đô la cho năm tài chính.",hallu_numbers
"Inspections confirmed a leak 150.3 km down the pipeline at 1:30 PM, leading to a 0.75% pressure drop system-wide.","Các cuộc kiểm tra đã xác nhận rò rỉ 150,3 km dọc theo đường ống lúc 1:30 chiều, dẫn đến giảm áp suất 0,75% trên toàn hệ thống.",hallu_numbers
"The annual deficit reached $4.2 trillion in the fiscal year ending September 30, 2024, far exceeding the prior year's $3.95 trillion figure.","Thâm hụt hàng năm đạt 4,2 nghìn tỷ đô la trong năm tài chính kết thúc vào ngày 30 tháng 9 năm 2024, vượt xa con số 3,95 nghìn tỷ đô la của năm trước.",hallu_numbers
"Corn harvest yields improved 6.8% in Q4 2024 compared to Q4 2023, corresponding to an additional 12,000.5 kg of product.","Năng suất thu hoạch ngô đã cải thiện 6,8% trong Quý 4 năm 2024 so với Quý 4 năm 2023, tương ứng với thêm 12.000,5 kg sản phẩm.",hallu_numbers
"Effective 9:00 AM today, the minimum wage increased by 5.0% to $15.80 per hour.","Có hiệu lực từ 9:00 sáng nay, mức lương tối thiểu đã tăng 5,0% lên 15,80 đô la mỗi giờ.",hallu_numbers
"After 48.5 hours of continuous operation, the server uptime reached 99.999% across the 500 km network infrastructure.","Sau 48,5 giờ hoạt động liên tục, thời gian hoạt động của máy chủ đã đạt 99,999% trên cơ sở hạ tầng mạng lưới 500 km.",hallu_numbers
"By September 30, 2023, the total market cap hit $1.75 billion, marking a 12.35% increase since Q3 began.","Tính đến ngày 30 tháng 9 năm 2023, tổng vốn hóa thị trường đạt 1,75 tỷ đô la, đánh dấu mức tăng 12,35% kể từ khi Quý 3 bắt đầu.",hallu_numbers
"The shipment weighing 2,500.75 kg must travel 3,850 km and arrive by 14:30 UTC on Friday.","Lô hàng nặng 2.500,75 kg phải di chuyển 3.850 km và đến nơi trước 14:30 UTC vào thứ Sáu.",hallu_numbers
"We processed 55,100 transactions in November 2024, resulting in a 45% reduction in the average processing time from 3.5 seconds to 1.925 seconds.","Chúng tôi đã xử lý 55.100 giao dịch vào tháng 11 năm 2024, dẫn đến giảm 45% thời gian xử lý trung bình, từ 3,5 giây xuống còn 1,925 giây.",hallu_numbers
"At 10:15 AM EST, the stock price was $1,200.50, having surged 0.05% after the first hour of trading.","Lúc 10:15 sáng EST, giá cổ phiếu là 1.200,50 đô la, đã tăng 0,05% sau giờ giao dịch đầu tiên.",hallu_numbers
"Initial investments in the late 1990s totaled $980,000, yielding an annual compound return of 15.65% over the next two decades.","Tổng số vốn đầu tư ban đầu vào cuối những năm 1990 là 980.000 đô la, mang lại lợi suất kép hàng năm là 15,65% trong hai thập kỷ tiếp theo.",hallu_numbers
"The cost of raw materials jumped 5.2% in May 2025, pushing the unit manufacturing cost up from $55.12 to $57.98.","Chi phí nguyên vật liệu tăng vọt 5,2% vào tháng 5 năm 2025, đẩy chi phí sản xuất đơn vị lên từ 55,12 đô la lên 57,98 đô la.",hallu_numbers
"Our server uptime for the fiscal year 2024 achieved 99.999%, resulting in only 5.26 minutes of downtime, mostly occurring after 03:00 AM.","Thời gian hoạt động của máy chủ của chúng tôi trong năm tài chính 2024 đạt 99,999%, dẫn đến chỉ có 5,26 phút ngừng hoạt động, chủ yếu xảy ra sau 03:00 sáng.",hallu_numbers
"Total Q4 revenue for 2022 hit $4.25 billion, surpassing targets by 8.4% compared to the $3.92 billion forecast.","Tổng doanh thu Quý 4 năm 2022 đạt 4,25 tỷ đô la, vượt mục tiêu 8,4% so với mức dự báo 3,92 tỷ đô la.",hallu_numbers
"The new hybrid vehicle boasts a fuel efficiency of 4.5 liters per 100 km and releases 98 grams of CO2 per km, starting production on January 1, 2027.","Mẫu xe hybrid mới có hiệu suất nhiên liệu là 4,5 lít trên 100 km và thải ra 98 gram CO2 trên mỗi km, bắt đầu sản xuất vào ngày 1 tháng 1 năm 2027.",hallu_numbers
"Inventory shrink for Q2 2025 amounted to 3.2 metric tons, a financial loss estimated at $45,000.99, representing 1.8% of expected revenue.","Lượng hàng tồn kho hao hụt trong Quý 2 năm 2025 lên tới 3,2 tấn, tương đương khoản lỗ tài chính ước tính là 45.000,99 đô la, chiếm 1,8% doanh thu dự kiến.",hallu_numbers
"The system upgrade, completed by 08:00 UTC on 2024/05/15, increased processing capacity by 150%, allowing for 1.8 million simultaneous users.","Việc nâng cấp hệ thống, hoàn thành trước 08:00 UTC vào ngày 15/05/2024, đã tăng công suất xử lý lên 150%, cho phép phục vụ 1,8 triệu người dùng đồng thời.",hallu_numbers
"Corporate taxes were reduced by 0.75 percentage points, dropping from 21% to 20.25%, effective from midnight on December 31, 2023.","Thuế doanh nghiệp đã được giảm 0,75 điểm phần trăm, giảm từ 21% xuống còn 20,25%, có hiệu lực từ nửa đêm ngày 31 tháng 12 năm 2023.",hallu_numbers
"Bond yields decreased by 0.33% to 4.58% at the market close on Thursday, pushing the asset's value to $75.5 million.","Lợi suất trái phiếu giảm 0,33% xuống còn 4,58% khi thị trường đóng cửa vào thứ Năm, đẩy giá trị tài sản lên 75,5 triệu đô la.",hallu_numbers
"The high-precision drone weighs only 1.5 kg, can fly for 45.8 minutes, and operates reliably in winds up to 60 km/h.","Máy bay không người lái độ chính xác cao chỉ nặng 1,5 kg, có thể bay trong 45,8 phút và hoạt động đáng tin cậy trong gió lên tới 60 km/h.",hallu_numbers
"The bridge expansion project, finalized on July 1, 2026, required 1.5 million cubic meters of concrete and cost exactly $3.5 billion.","Dự án mở rộng cầu, hoàn thành vào ngày 1 tháng 7 năm 2026, đòi hỏi 1,5 triệu mét khối bê tông và tiêu tốn chính xác 3,5 tỷ đô la.",hallu_numbers
"Customer churn rate dropped sharply to 0.9% in January 2024, saving the company an estimated $120,500.25 in recovery costs.","Tỷ lệ khách hàng rời bỏ giảm mạnh xuống 0,9% vào tháng 1 năm 2024, giúp công ty tiết kiệm ước tính 120.500,25 đô la chi phí phục hồi.",hallu_numbers
"Inflation stabilized at 3.14% in the first half of 2023, following a peak of 8.8% observed exactly 18 months prior.","Lạm phát ổn định ở mức 3,14% trong nửa đầu năm 2023, sau mức đỉnh 8,8% được ghi nhận chính xác 18 tháng trước đó.",hallu_numbers
"The new satellite, launched at 04:45 AM UTC, orbits the Earth at 7.8 km per second and is expected to last 10.5 years.","Vệ tinh mới, được phóng lúc 04:45 sáng UTC, quay quanh Trái Đất với tốc độ 7,8 km mỗi giây và dự kiến có tuổi thọ 10,5 năm.",hallu_numbers
"The company’s dividend payout ratio increased by 3.0 percentage points to 45.3% in the annual report released on March 15, 2024.","Tỷ lệ chi trả cổ tức của công ty tăng 3,0 điểm phần trăm lên 45,3% trong báo cáo thường niên được công bố vào ngày 15 tháng 3 năm 2024.",hallu_numbers
"The automated assembly line operates at 1,500 units per hour, a 75% increase compared to the previous speed of 857.14 units per hour recorded in January 2022.","Dây chuyền lắp ráp tự động vận hành ở mức 1.500 đơn vị mỗi giờ, tăng 75% so với tốc độ trước đây là 857,14 đơn vị mỗi giờ được ghi nhận vào tháng 1 năm 2022.",hallu_numbers
"The Q3 budget allocation decreased by 1.75% and totaled exactly $1,850,200.50.","Phân bổ ngân sách Quý 3 đã giảm 1,75% và tổng cộng chính xác là 1.850.200,50 đô la.",hallu_numbers
"By 14:30 UTC on January 15, 2024, the drone had traveled 1,200.75 kilometers.","Tính đến 14:30 UTC ngày 15 tháng 1 năm 2024, máy bay không người lái đã di chuyển được 1.200,75 km.",hallu_numbers
"Infrastructure spending hit $3.5 billion annually by the late 1990s, marking a 33% increase from the previous decade.","Chi tiêu cơ sở hạ tầng đạt 3,5 tỷ đô la hàng năm vào cuối những năm 1990, đánh dấu mức tăng 33% so với thập kỷ trước.",hallu_numbers
"The tolerance limit for contamination is set at 0.005%, requiring a system check every 8 hours and 15 minutes.","Giới hạn dung sai đối với ô nhiễm được đặt ở mức 0,005%, yêu cầu kiểm tra hệ thống cứ sau 8 giờ 15 phút.",hallu_numbers
"Warehouse inventory increased to 5,800.25 kg on 2023-11-01, representing a growth rate of 12.8%.","Hàng tồn kho của nhà kho đã tăng lên 5.800,25 kg vào ngày 01-11-2023, đại diện cho tốc độ tăng trưởng 12,8%.",hallu_numbers
"We finalized the acquisition on March 3rd at $150 million, securing an immediate 65% market share.","Chúng tôi đã hoàn tất việc mua lại vào ngày 3 tháng 3 với giá 150 triệu đô la, đảm bảo thị phần 65% ngay lập tức.",hallu_numbers
"The machine calibration, performed at 09:10 AM, showed an error margin of 0.001 kg acceptable until June 30th.","Việc hiệu chuẩn máy, được thực hiện lúc 09:10 sáng, cho thấy sai số 0,001 kg được chấp nhận cho đến ngày 30 tháng 6.",hallu_numbers
"Administrative costs were successfully reduced by 0.08%, saving the company exactly $1,200.50 per month.","Chi phí hành chính đã được giảm thành công 0,08%, tiết kiệm chính xác cho công ty 1.200,50 đô la mỗi tháng.",hallu_numbers
"Total processed volume reached 5.1 billion units in 2022, a figure 18% higher than the 2021 results.","Tổng khối lượng xử lý đạt 5,1 tỷ đơn vị vào năm 2022, một con số cao hơn 18% so với kết quả năm 2021.",hallu_numbers
"Equity trades executed between 10:00 AM and 11:00 AM accounted for 45% of the day’s total volume, valued at $750,000.","Các giao dịch cổ phiếu được thực hiện từ 10:00 sáng đến 11:00 sáng chiếm 45% tổng khối lượng trong ngày, trị giá 750.000 đô la.",hallu_numbers
The satellite launched on 2024-01-01 reached an altitude of 450.9 km and achieved 99.99% operational reliability.,"Vệ tinh phóng vào ngày 01-01-2024 đã đạt độ cao 450,9 km và đạt độ tin cậy hoạt động 99,99%.",hallu_numbers
"As of 08:00 AM, May 22nd, the market valuation dropped by 2.33%, losing $4.2 million instantly.","Tính đến 08:00 sáng, ngày 22 tháng 5, định giá thị trường đã giảm 2,33%, mất 4,2 triệu đô la ngay lập tức.",hallu_numbers
Quality checks mandate that material thickness must not deviate more than 0.012 mm during the 4-hour production window.,"Kiểm tra chất lượng bắt buộc độ dày vật liệu không được sai lệch quá 0,012 mm trong cửa sổ sản xuất kéo dài 4 giờ.",hallu_numbers
"During the late 1990s, the company's average profit margin stabilized at 15.5%, generating annual returns of $22.5 million.","Trong suốt cuối những năm 1990, biên lợi nhuận trung bình của công ty ổn định ở mức 15,5%, tạo ra lợi nhuận hàng năm là 22,5 triệu đô la.",hallu_numbers
"Total projected capital expenditure for fiscal year 2025 is $1.25 billion, but risk assessment suggests a 0.5% probability of cost overrun.","Tổng chi tiêu vốn dự kiến cho năm tài chính 2025 là 1,25 tỷ đô la, nhưng đánh giá rủi ro cho thấy xác suất vượt chi phí là 0,5%.",hallu_numbers
"The temperature reading at 23:59 on December 31st showed the core stabilized at 98.6°C, 1.5°C lower than the morning check.","Chỉ số nhiệt độ lúc 23:59 ngày 31 tháng 12 cho thấy lõi ổn định ở 98,6°C, thấp hơn 1,5°C so với lần kiểm tra buổi sáng.",hallu_numbers
"The dividend payout ratio was set at 55.75% on April 1st, resulting in a payment of $0.98 per outstanding share.","Tỷ lệ chi trả cổ tức được đặt ở mức 55,75% vào ngày 1 tháng 4, dẫn đến khoản thanh toán 0,98 đô la cho mỗi cổ phiếu đang lưu hành.",hallu_numbers
"We processed 1,000,000 liters of waste water daily, meeting the mandated 99.9% purification target before the deadline of 17:00.","Chúng tôi đã xử lý 1.000.000 lít nước thải hàng ngày, đáp ứng mục tiêu thanh lọc bắt buộc 99,9% trước thời hạn 17:00.",hallu_numbers
"The investment vehicle promised a 12.4% return on capital, requiring a minimum deposit of $5,000.05.","Phương tiện đầu tư hứa hẹn lợi tức 12,4% trên vốn, yêu cầu khoản tiền gửi tối thiểu là 5.000,05 đô la.",hallu_numbers
"The delivery arrived precisely at 06:15 AM on 2023-10-25, weighing 8,400 kg and containing 92% high-grade material.","Lô hàng đã đến chính xác lúc 06:15 sáng ngày 25-10-2023, nặng 8.400 kg và chứa 92% vật liệu chất lượng cao.",hallu_numbers
"By December 31, 2023, the net profit margin had climbed 0.85% to reach $1.5 billion.","Tính đến ngày 31 tháng 12 năm 2023, tỷ suất lợi nhuận ròng đã tăng 0,85% lên mức 1,5 tỷ đô la.",hallu_numbers
"The shipment weighing 1,200.50 kg departed at 14:30 UTC and covered a distance of 450.75 km.","Lô hàng nặng 1.200,50 kg đã khởi hành lúc 14:30 giờ UTC và di chuyển quãng đường 450,75 km.",hallu_numbers
"Housing prices, which peaked in the late 1990s, have seen a 12.5% annualized increase, valuing an average unit at $450,000.","Giá nhà ở, đạt đỉnh vào cuối những năm 1990, đã chứng kiến mức tăng hàng năm là 12,5%, định giá một căn hộ trung bình ở mức 450.000 đô la.",hallu_numbers
"An investor realized a gain of $5,000,000 from a bond portfolio that yielded only 0.05% interest between January 1 and July 15.","Một nhà đầu tư đã thu về khoản lợi nhuận 5.000.000 đô la từ danh mục trái phiếu chỉ mang lại lãi suất 0,05% trong khoảng thời gian từ ngày 1 tháng 1 đến ngày 15 tháng 7.",hallu_numbers
"The server processed 3,500 queries per second, achieving 99.99% uptime during the 72-hour stress test.","Máy chủ đã xử lý 3.500 truy vấn mỗi giây, đạt thời gian hoạt động 99,99% trong bài kiểm tra căng thẳng kéo dài 72 giờ.",hallu_numbers
"Project Alpha’s Q3 budget was reduced by 1.75%, resulting in a new maximum expenditure limit of $985,600.25 effective October 1.","Ngân sách Quý 3 của Dự án Alpha đã bị cắt giảm 1,75%, dẫn đến giới hạn chi tiêu tối đa mới là 985.600,25 đô la, có hiệu lực từ ngày 1 tháng 10.",hallu_numbers
"We shipped 2.5 million units of product X, totaling 850,000 kg, between 8:00 AM and 5:00 PM on Friday.","Chúng tôi đã vận chuyển 2,5 triệu đơn vị sản phẩm X, tổng cộng 850.000 kg, trong khoảng thời gian từ 8:00 sáng đến 5:00 chiều vào thứ Sáu.",hallu_numbers
"Total R&D spending exceeded $3.5 billion in the fiscal year ending March 31, surpassing the previous year’s budget by 15%.","Tổng chi tiêu R&D đã vượt 3,5 tỷ đô la trong năm tài chính kết thúc vào ngày 31 tháng 3, vượt ngân sách năm trước 15%.",hallu_numbers
"A late payment penalty of $12,500 was issued at 11:59 PM due to the 45-day overdue invoice attracting a 2% daily interest rate.",Khoản phạt trả chậm 12.500 đô la đã được ban hành lúc 11:59 tối do hóa đơn quá hạn 45 ngày bị tính lãi suất 2% mỗi ngày.,hallu_numbers
"The high-speed train covered 780.4 km in 3.5 hours, maintaining an average velocity of 222.97 km/h.","Chuyến tàu cao tốc đã đi được 780,4 km trong 3,5 giờ, duy trì vận tốc trung bình là 222,97 km/h.",hallu_numbers
"The audit confirmed that $1,050,000 was misappropriated between January 15 and February 28, representing 33% of the allocated funds.","Cuộc kiểm toán xác nhận rằng 1.050.000 đô la đã bị biển thủ từ ngày 15 tháng 1 đến ngày 28 tháng 2, chiếm 33% số tiền được phân bổ.",hallu_numbers
"The defect rate dropped from 5.1% to 1.8% by November 15, resulting in a reduction of 500 kg of wasted material monthly.","Tỷ lệ lỗi đã giảm từ 5,1% xuống còn 1,8% vào ngày 15 tháng 11, dẫn đến việc giảm 500 kg vật liệu lãng phí hàng tháng.",hallu_numbers
"At 10:00 AM on May 5, the spot price for the asset was $85,000, which reflected a 0.75% intra-day decline.","Lúc 10:00 sáng ngày 5 tháng 5, giá giao ngay của tài sản là 85.000 đô la, phản ánh mức giảm 0,75% trong ngày.",hallu_numbers
"Corporate debt swelled to $12.3 billion by the end of the 2010s, marking a 400% increase over the preceding decade.","Nợ doanh nghiệp đã tăng lên 12,3 tỷ đô la vào cuối những năm 2010, đánh dấu mức tăng 400% so với thập kỷ trước đó.",hallu_numbers
"Fuel efficiency improved by 22% over the 15,000 km test drive, saving 4.5 hours of refueling time.","Hiệu suất nhiên liệu đã cải thiện 22% trong suốt 15.000 km lái thử, tiết kiệm 4,5 giờ thời gian tiếp nhiên liệu.",hallu_numbers
"On June 30, the stock closed at $150.05, representing a minimal day-over-day fluctuation of 0.001%.","Vào ngày 30 tháng 6, cổ phiếu đóng cửa ở mức 150,05 đô la, thể hiện sự biến động tối thiểu so với ngày hôm trước là 0,001%.",hallu_numbers
"We processed 4,800 gigabytes of unstructured data between 01:00 and 06:00, averaging 16 GB per minute.","Chúng tôi đã xử lý 4.800 gigabyte dữ liệu phi cấu trúc trong khoảng thời gian từ 01:00 đến 06:00, đạt mức trung bình 16 GB mỗi phút.",hallu_numbers
"The venture capital fund returned $750 million to investors by Q2 2024, achieving an internal rate of return (IRR) of 25.7%.","Quỹ đầu tư mạo hiểm đã hoàn lại 750 triệu đô la cho các nhà đầu tư tính đến Quý 2 năm 2024, đạt tỷ suất sinh lợi nội bộ (IRR) là 25,7%.",hallu_numbers
"Raw material consumption surged 60% this month, requiring 1,800 kg of extra supply delivered before 10:00 AM on Monday.","Mức tiêu thụ nguyên liệu thô đã tăng 60% trong tháng này, yêu cầu bổ sung 1.800 kg nguồn cung cấp được giao trước 10:00 sáng Thứ Hai.",hallu_numbers
"The system recorded 25,500 transactions totaling $9,000,000.75 within the first 12 hours of the trading day.","Hệ thống đã ghi nhận 25.500 giao dịch với tổng trị giá 9.000.000,75 đô la trong vòng 12 giờ đầu tiên của ngày giao dịch.",hallu_numbers
"By Q3 2024, the company's total assets had reached $15.8 billion, reflecting a 9.05% increase since January 1st.","Tính đến Quý 3 năm 2024, tổng tài sản của công ty đã đạt 15,8 tỷ đô la, phản ánh mức tăng 9,05% kể từ ngày 1 tháng 1.",hallu_numbers
"The stock price dropped by 3.15% at 11:30 AM (EST) on June 18th, costing investors approximately $5.2 million in market capitalization.","Giá cổ phiếu đã giảm 3,15% vào lúc 11:30 sáng (EST) ngày 18 tháng 6, gây thiệt hại cho nhà đầu tư khoảng 5,2 triệu đô la về vốn hóa thị trường.",hallu_numbers
"Raw material costs surged by 12.7% during the second half of 2023, pushing the per-unit manufacturing cost up to $45.99.","Chi phí nguyên vật liệu thô đã tăng 12,7% trong nửa cuối năm 2023, đẩy chi phí sản xuất mỗi đơn vị lên mức 45,99 đô la.",hallu_numbers
"The new pipeline transports 1,500 barrels of oil per hour, covering a distance of 850.5 km before the 04:00 AM checkpoint.","Đường ống mới vận chuyển 1.500 thùng dầu mỗi giờ, đi qua quãng đường 850,5 km trước trạm kiểm soát lúc 04:00 sáng.",hallu_numbers
